gene_symbol,Wars2
parameter_name,Naive CD8+ T cells - % of CD8+
analysis_id,71csy7j3iize34h
parameter_id,MGP_IMM_016_001
pvalue,0.3795364
gene_accession_id,MGI:1917810
mouse_strain,C57BL
mouse_life_stage,E9.5
