mouse_strain,129SV
analysis_id,7l8g73125111qg4
parameter_id,ICS_FEA_019_001
gene_symbol,Zmynd8
mouse_life_stage,Early adult
pvalue,0.6791902
gene_accession_id,MGI:1918025
parameter_name,% Freezing duration pre-cue-2
