gene_symbol,Sass6
mouse_life_stage,E9.5
mouse_strain,C57BL
gene_accession_id,MGI:1920026
pvalue,0.4410326
parameter_id,MGP_MLN_093_001
parameter_name,KLRG1+ NK cells - % of CD45+
analysis_id,8s424cj87yf42h8
