gene_symbol,Tiprl
gene_accession_id,MGI:1915087
parameter_id,HRWLLA_FEA_015_001
analysis_id,y6ee80524i2y5wi
parameter_name,Cue Baseline % Freezing Time
mouse_life_stage,E12.5
mouse_strain,C57BL
pvalue,0.0503454
