gene_symbol,Ddx27
analysis_id,fgcnb2i37dl55vd
parameter_id,ESLIM_007_001_015
mouse_strain,129SV
parameter_name,Number of centre entries
mouse_life_stage,Early adult
gene_accession_id,MGI:2385884
pvalue,0.305018
