parameter_name,Percentage center time
gene_symbol,Nanp
parameter_id,IMPC_OFD_022_001
mouse_strain,C57BL
analysis_id,dqi8lc2up0f2694
pvalue,0.9894973
mouse_life_stage,E18.5
gene_accession_id,MGI:1914561
