parameter_name,BMC/Body weight
pvalue,0.5905354
gene_accession_id,MGI:97838
analysis_id,2t94l78e9jekb8h
parameter_id,HRWLLA_DXA_007_001
mouse_life_stage,E9.5
mouse_strain,C57BL
gene_symbol,Eprs1
