parameter_id,IMPC_GRS_008_001
gene_symbol,Tnfsf8
analysis_id,2o34021y0u400e5
parameter_name,Forelimb grip strength measurement mean
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.9039969
gene_accession_id,MGI:88328
