mouse_life_stage,Late adult
parameter_name,Periphery - Permanence Time
pvalue,0.7048956
mouse_strain,C57BL
gene_symbol,Secisbp2l
analysis_id,b8r722m17j8dgtz
gene_accession_id,MGI:1917604
parameter_id,M-G-P_007_001_008
