gene_accession_id,MGI:1931322
parameter_id,MGP_IMM_079_001
analysis_id,3i889171m5g7974
parameter_name,KLRG1+ Treg cells - % of CD45+
mouse_life_stage,Early adult
pvalue,0.66735
mouse_strain,C57BL
gene_symbol,Car13
