mouse_life_stage,Late adult
parameter_name,Alanine aminotransferase
pvalue,0.460497
mouse_strain,C57BL
parameter_id,IMPC_CBC_013_001
gene_symbol,Frmpd1
analysis_id,9wk441m44stj9h1
gene_accession_id,MGI:2446274
