gene_symbol,Bpifa3
parameter_name,Periphery average speed
mouse_life_stage,Early adult
parameter_id,IMPC_OFD_013_001
mouse_strain,C55BL
gene_accession_id,MGI:1920638
pvalue,0.3118168
analysis_id,19c727kflsaml1s
