parameter_id,JAXLA_OFD_020_001
gene_accession_id,MGI:1913105
gene_symbol,Slc28a2
parameter_name,Distance travelled - total
pvalue,0.7144694
mouse_strain,C57BL
analysis_id,5450796322w1v2a
mouse_life_stage,Early adult
