gene_symbol,Cdin1
gene_accession_id,MGI:3026886
parameter_name,Initial response to glucose challenge
parameter_id,IMPC_IPG_011_001
pvalue,0.6325307
mouse_life_stage,Early adult
analysis_id,76681to7pfz2yj1
mouse_strain,C57BL
