parameter_id,JAX_SLW_013_001
pvalue,0.1436919
parameter_name,Breath rate during sleep mean
mouse_strain,C57BL
analysis_id,8lx3689wk6j55r4
mouse_life_stage,Early adult
gene_symbol,Hpca
gene_accession_id,MGI:1336200
