parameter_id,MGP_CSD_015_001
analysis_id,57wi6635g0xp6au
mouse_strain,C57BL
gene_symbol,Opn3
mouse_life_stage,Early adult
gene_accession_id,MGI:1338022
pvalue,0.9054466
parameter_name,Head coat/hair presence
