parameter_id,IMPC_XRY_001_001
parameter_name,Skull shape
gene_accession_id,MGI:1913838
mouse_strain,C57BL
gene_symbol,Cmpk1
pvalue,0.1482758
mouse_life_stage,Early adult
analysis_id,lnu33d0182t0wp6
