gene_symbol,Toporsl
analysis_id,gxtr97d657xq3m2
pvalue,0.05649914
parameter_name,QT
gene_accession_id,MGI:1915524
parameter_id,IMPC_ECG_028_001
mouse_life_stage,Early adult
mouse_strain,C57BL
