mouse_life_stage,Late adult
gene_symbol,Frmpd1
parameter_id,MGP_IMM_125_001
parameter_name,Eosinophils - % of CD45+
mouse_strain,C57BL
pvalue,0.9596129
analysis_id,8lmp909e1y0t42r
gene_accession_id,MGI:2446274
