parameter_id,ESLIM_016_001_002
parameter_name,Red blood cell count
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,Ola1
analysis_id,nb130485n04h320
pvalue,0.1721197
gene_accession_id,MGI:1914309
