parameter_id,JAX_LDT_003_001
mouse_life_stage,Early adult
parameter_name,Time mobile light side
analysis_id,4h2o7q906jv549n
gene_accession_id,MGI:1914836
gene_symbol,Ubxn11
pvalue,0.9574411
mouse_strain,C57BL
