gene_symbol,Ahcy
parameter_name,Resting CD4+ T helper cells - % of CD4+ T helper cells
parameter_id,MGP_MLN_006_001
mouse_life_stage,E9.5
gene_accession_id,MGI:87968
analysis_id,ea55vu856zvnjpd
mouse_strain,C57BL
pvalue,0.7482089
