parameter_id,MGP_IMM_079_001
parameter_name,KLRG1+ Treg cells - % of CD45+
gene_symbol,Steap3
mouse_strain,C57BL
analysis_id,vqawcn2wjt92dk1
gene_accession_id,MGI:1915678
mouse_life_stage,Early adult
pvalue,0.1395885
