gene_symbol,Nr0b2
parameter_name,Limb grasp
mouse_life_stage,Early adult
gene_accession_id,MGI:1346344
pvalue,0.3794212
analysis_id,8u4zf4g72t59z65
parameter_id,JAXLA_CSD_039_001
mouse_strain,B6J
