parameter_id,IMPC_DXA_002_001
mouse_strain,129SV
analysis_id,x6157d5aj29v9hv
gene_symbol,Cntfr
parameter_name,Fat mass
gene_accession_id,MGI:99605
mouse_life_stage,Early adult
pvalue,0.2012599
