gene_symbol,Dnaaf9
parameter_name,Activity (body position)
mouse_strain,C57BL
gene_accession_id,MGI:1923029
mouse_life_stage,Early adult
analysis_id,s721suxk8726u96
parameter_id,IMPC_CSD_029_001
pvalue,0.4561269
