parameter_id,MGP_PBI_031_001
gene_accession_id,MGI:1916363
mouse_life_stage,Early adult
analysis_id,9501lfgf15949sh
parameter_name,KLRG1+ mature NK cell number
mouse_strain,C57BL
gene_symbol,Alkbh3
pvalue,0.5548476
