parameter_id,JAX_OFD_020_001
gene_accession_id,MGI:95835
analysis_id,w09ji89732sx2q0
gene_symbol,Hspa5
mouse_life_stage,E9.5
pvalue,0.1726562
parameter_name,Distance travelled - total
mouse_strain,C57BL
