gene_symbol,Eprs1
parameter_name,Radius
parameter_id,IMPC_XRY_022_001
gene_accession_id,MGI:97838
mouse_life_stage,E12.5
mouse_strain,C57BL
analysis_id,w52jirg37234454
pvalue,1.244981
