mouse_strain,129SV
gene_accession_id,MGI:2684980
mouse_life_stage,Early adult
pvalue,0.5980835
gene_symbol,Mms22l
parameter_id,MGP_PBI_010_001
analysis_id,cyx59f99kx0ru93
parameter_name,CD8+ CD44+ CD62L- alpha beta effector T cell percentage
