parameter_name,Tremor
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.2746601
parameter_id,IMPC_CSD_030_001
gene_symbol,Dnaaf9
gene_accession_id,MGI:1923029
analysis_id,4wcpp09z222pi4m
