parameter_id,IMPC_CBC_014_001
parameter_name,Alkaline phosphatase
mouse_life_stage,Early adult
gene_accession_id,MGI:891989
mouse_strain,C57BL
gene_symbol,NPBWR1
analysis_id,774ctwu6344s0h4
pvalue,0.7484488
