parameter_id,IMPC_IMM_004_001
parameter_name,NKT cells (panel A)
gene_symbol,Fgb
gene_accession_id,MGI:99501
pvalue,0.9699489
analysis_id,f0c6303ewyowf7c
mouse_life_stage,E12.5
mouse_strain,C57BL
