gene_symbol,Plcb1
parameter_name,KLRG1+ mature NK cell number
mouse_life_stage,Late adult
parameter_id,MGP_PBI_031_001
pvalue,0.3885131
gene_accession_id,MGI:97613
analysis_id,ya48mh834473tc8
mouse_strain,C57BL
