parameter_name,6kHz-evoked ABR Threshold
mouse_strain,C57BL
gene_symbol,Zyg11b
analysis_id,gflto89cj2405k6
gene_accession_id,MGI:2685277
mouse_life_stage,E18.5
pvalue,0.9334067
parameter_id,IMPC_ABR_004_001
