gene_symbol,Ahcy
parameter_name,Midbrain
analysis_id,721xo0zsmr78big
parameter_id,IMPC_GEL_029_001
gene_accession_id,MGI:87968
pvalue,0.9127712
mouse_strain,C57BL
mouse_life_stage,E9.5
