parameter_id,M-G-P_014_001_001
gene_symbol,Dnaaf9
mouse_strain,C57BL
gene_accession_id,MGI:1923029
pvalue,0.9837385
mouse_life_stage,Early adult
parameter_name,Eye
analysis_id,327tp4s4u5645u0
