gene_symbol,Slc30a4
parameter_id,MGP_IMM_016_001
mouse_life_stage,Late adult
pvalue,0.5605569
analysis_id,1ye165m2362tw89
mouse_strain,C57BL
gene_accession_id,MGI:1345282
parameter_name,Naive CD8+ T cells - % of CD8+
