parameter_id,IMPC_DXA_007_001
mouse_life_stage,Late adult
mouse_strain,C57BL
gene_symbol,Snap23
analysis_id,mm07e9h5x0gxt04
gene_accession_id,MGI:109356
parameter_name,BMC/Body weight
pvalue,0.7138607
