gene_symbol,Kifap3
parameter_name,Vibrissae - presence
analysis_id,1203176ph46o918
pvalue,0.09103553
mouse_life_stage,Early adult
parameter_id,JAXLA_CSD_023_001
gene_accession_id,MGI:107566
mouse_strain,C57BL
