parameter_id,IMPC_ACS_036_001
mouse_life_stage,Early adult
pvalue,0.002991701
mouse_strain,C57BL
gene_symbol,Kcng1
gene_accession_id,MGI:3616086
analysis_id,n83vn8r282r2u4e
parameter_name,% Pre-pulse inhibition - PPI4
