gene_symbol,Col11a1
gene_accession_id,MGI:88446
pvalue,0.472711
parameter_id,M-G-P_016_001_005
parameter_name,Mean-cell-volume
mouse_life_stage,E18.5
mouse_strain,C57BL
analysis_id,1g458zv047b46lj
