parameter_id,JAXLA_CSD_023_001
analysis_id,828p18ot3nkw340
mouse_strain,C57BL
gene_accession_id,MGI:1917604
gene_symbol,Secisbp2l
pvalue,0.3433965
parameter_name,Vibrissae - presence
mouse_life_stage,Early adult
