mouse_strain,C57BL
gene_accession_id,MGI:1915087
parameter_id,IMPC_IMM_005_002
mouse_life_stage,Early adult
pvalue,0.6636532
gene_symbol,Tiprl
parameter_name,NK cells (Panel A) - % of live leukocytes (Panel A)
analysis_id,t121082r102yu29
