gene_symbol,Hpca
parameter_name,Periphery average speed
pvalue,0.6780661
analysis_id,44807702c072ol3
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,JAX_OFD_013_001
gene_accession_id,MGI:1336200
