parameter_id,HMGULA_CBC_015_001
gene_accession_id,MGI:1922082
gene_symbol,Slc45a3
pvalue,0.4675683
parameter_name,Total cholesterol
mouse_strain,C57BL
analysis_id,01474914rw9e443
mouse_life_stage,Early adult
