gene_symbol,Mapkap1
mouse_life_stage,E12.5
gene_accession_id,MGI:2444554
analysis_id,v4dpm7vqzs384vt
parameter_name,cDCs CD11b Type
mouse_strain,C57BL
parameter_id,IMPC_IMM_073_001
pvalue,0.3514155
