gene_symbol,Nucks1
gene_accession_id,MGI:1934811
analysis_id,2890x8iao4801bf
mouse_life_stage,Early adult
pvalue,0.06713539
parameter_name,Others
parameter_id,IMPC_IMM_006_001
mouse_strain,C57BL
