gene_symbol,Ddx27
mouse_strain,129SV
analysis_id,9c2246g8w0isa84
parameter_id,IMPC_CBC_025_001
gene_accession_id,MGI:2385884
parameter_name,LDL-cholesterol
mouse_life_stage,Early adult
pvalue,0.797219
