gene_symbol,Col6a3
parameter_id,IMPC_GEL_006_001
mouse_strain,C57BL
parameter_name,Pericardium Morphology
analysis_id,d6i5o65g4ufz61e
mouse_life_stage,Early adult
pvalue,0.6029486
gene_accession_id,MGI:88461
