gene_symbol,Jun
parameter_name,Narrow eye opening
pvalue,0.9484493
mouse_life_stage,E15.5
analysis_id,s42lh00g0bni0hc
mouse_strain,C57BL
parameter_id,IMPC_EYE_006_001
gene_accession_id,MGI:96646
