mouse_strain,129SV
parameter_name,CD11b-high cDC - % of cDC
analysis_id,7gy4y3utc192ntc
gene_accession_id,MGI:1921802
pvalue,0.6920411
parameter_id,MGP_IMM_066_001
gene_symbol,Nipal3
mouse_life_stage,Early adult
