gene_symbol,Tatdn3
mouse_strain,C57BL
pvalue,0.2959244
gene_accession_id,MGI:1916222
analysis_id,10341170e5h9w31
parameter_id,IMPC_HEM_036_001
parameter_name,Eosinophil cell count
mouse_life_stage,Early adult
