parameter_id,MGP_MLN_067_001
parameter_name,Resting CD4+ T helper cells - % of CD45+
gene_accession_id,MGI:894679
mouse_strain,C57BL
analysis_id,dnt6jl97x3lkpcn
mouse_life_stage,Early adult
pvalue,0.461744
gene_symbol,Bach2
