gene_symbol,Tnfsf8
analysis_id,25ff94szys8qc90
parameter_id,IMPC_HEM_031_001
gene_accession_id,MGI:88328
parameter_name,Lymphocyte differential count
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.2167764
