gene_symbol,Ints7
parameter_id,MGP_IMM_017_001
pvalue,0.599143
analysis_id,8e820ab2qoj9203
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1924315
parameter_name,KLRG1+ CD8+ T cells - % of CD8+
