gene_symbol,Cmpk1
mouse_strain,C57BL
analysis_id,72e515245e740di
parameter_id,IMPC_HEM_029_001
pvalue,0.7881087
mouse_life_stage,Early adult
gene_accession_id,MGI:1913838
parameter_name,Neutrophil differential count
