parameter_id,HMGULA_CBC_003_001
mouse_strain,C57BL
analysis_id,20w73575re14dx5
gene_symbol,Psd4
mouse_life_stage,Early adult
parameter_name,Chloride
pvalue,0.7453467
gene_accession_id,MGI:2674093
