parameter_id,JAX_OFD_020_001
parameter_name,Distance travelled - total
pvalue,0.8546503
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:3616086
gene_symbol,Kcng1
analysis_id,4o619651fre3cdi
