parameter_id,IMPC_GEO_009_002
gene_symbol,Duoxa2
parameter_name,Hemorrhage
mouse_life_stage,Early adult
analysis_id,isea2w526nu2d68
pvalue,0.3423542
mouse_strain,C57BL
gene_accession_id,MGI:1914061
