gene_symbol,Col6a3
parameter_id,IMPC_IMM_064_001
pvalue,0.6288151
mouse_life_stage,Early adult
parameter_name,B1B Cells
mouse_strain,C57BL
gene_accession_id,MGI:88461
analysis_id,3109jrps0r8ty18
