gene_accession_id,MGI:1914071
gene_symbol,Bcs1l
mouse_strain,C57BL
mouse_life_stage,E9.5
parameter_id,ESLIM_011_001_704
pvalue,0.9327951
parameter_name,Prepulse inhibition - PP4
analysis_id,c38w88fx5dc573o
