gene_symbol,Fsd1l
parameter_name,Distance travelled - total
mouse_life_stage,E18.5
mouse_strain,C57BL
parameter_id,JAX_OFD_020_001
gene_accession_id,MGI:2442443
pvalue,0.1711848
analysis_id,oeqd2i48a4vdtgj
