parameter_id,IMPC_GEO_048_002
pvalue,0.6775352
mouse_strain,C57BL
gene_symbol,Ppm1j
parameter_name,Anophthalmia
analysis_id,2172005d0l44897
gene_accession_id,MGI:1919137
mouse_life_stage,Early adult
